Service ID,Revenue (EUR),Gross Margin (EUR),Units Serviced,Service Category,Service Type,Contract Type
BST-14438,60386,28804,2,Mechanical Service,Oven Maintenance,Spot Order
BST-15023,52353,33182,2,Process Optimization,Throughput Analysis,EMI Finance
BST-14118,83160,50943,7,Electrical & Automation,HMI Replacement,Framework Agreement
BST-13777,40418,17124,10,Electrical & Automation,Drive Tuning,Warranty
BST-11976,39090,10285,2,Mechanical Service,Oven Maintenance,EMI Finance
BST-13155,59704,-15496,17,Mechanical Service,Oven Maintenance,Annual Contract
BST-15169,72118,-15483,14,Mechanical Service,Frame Repair,Framework Agreement
BST-11958,23945,2482,7,Electrical & Automation,PLC Upgrade,Warranty
BST-18779,42977,14685,6,Mechanical Service,Drive Overhaul,Annual Contract
BST-13033,59403,16874,3,Mechanical Service,Line Inspection,EMI Finance
BST-13138,67565,17706,6,Process Optimization,Scrap Reduction,Warranty
BST-13545,6254,2615,11,Process Optimization,Scrap Reduction,EMI Finance
BST-17933,21749,11283,6,Process Optimization,Line Balancing,Annual Contract
BST-14530,41069,15612,15,Electrical & Automation,Control Panel Service,Framework Agreement
BST-19659,15908,8726,7,Process Optimization,Line Balancing,Annual Contract
BST-18595,2100,228,16,Process Optimization,Yield Improvement,EMI Finance
BST-19777,65179,-7307,19,Mechanical Service,Frame Repair,Warranty
BST-14636,58417,-15807,20,Electrical & Automation,Drive Tuning,Annual Contract
BST-11647,36952,9968,18,Mechanical Service,Frame Repair,Spot Order
BST-13180,19932,-5878,12,Mechanical Service,Roll Replacement,Annual Contract
BST-14853,76271,37221,10,Mechanical Service,Line Inspection,Framework Agreement
BST-13727,14772,989,6,Mechanical Service,Line Inspection,Spot Order
BST-15912,80596,25059,20,Process Optimization,Yield Improvement,EMI Finance
BST-12939,60182,24032,12,Process Optimization,Line Balancing,Annual Contract
BST-14952,42812,794,13,Mechanical Service,Drive Overhaul,Annual Contract
BST-10231,9009,-515,5,Electrical & Automation,HMI Replacement,Annual Contract
BST-18751,43650,7728,17,Process Optimization,Yield Improvement,Spot Order
BST-12073,80723,-23556,19,Process Optimization,Line Balancing,EMI Finance
BST-14494,79769,46576,10,Mechanical Service,Oven Maintenance,Warranty
BST-10745,34534,6056,20,Process Optimization,Yield Improvement,Framework Agreement
BST-10893,74245,10869,16,Mechanical Service,Frame Repair,Warranty
BST-19066,31003,11117,7,Mechanical Service,Frame Repair,Annual Contract
BST-14786,61433,16922,4,Mechanical Service,Line Inspection,Spot Order
BST-12068,54769,-16677,12,Process Optimization,Scrap Reduction,EMI Finance
BST-18042,1980,575,10,Process Optimization,Line Balancing,Framework Agreement
BST-11680,39858,6245,11,Mechanical Service,Drive Overhaul,Annual Contract
BST-10200,45242,2083,19,Mechanical Service,Drive Overhaul,EMI Finance
BST-19405,25930,-505,11,Mechanical Service,Roll Replacement,Warranty
BST-14658,18293,2405,15,Electrical & Automation,PLC Upgrade,EMI Finance
BST-17690,54757,31638,2,Electrical & Automation,Drive Tuning,EMI Finance
BST-17843,41853,8587,1,Electrical & Automation,HMI Replacement,Spot Order
BST-17216,46846,-13294,5,Process Optimization,Yield Improvement,Framework Agreement
BST-15582,49683,13737,6,Mechanical Service,Drive Overhaul,EMI Finance
BST-13020,25060,6144,10,Process Optimization,Scrap Reduction,Framework Agreement
BST-10841,36085,2304,16,Process Optimization,OEE Consulting,Spot Order
BST-14136,40166,-5376,10,Electrical & Automation,Drive Tuning,Spot Order
BST-17827,5401,2310,3,Mechanical Service,Drive Overhaul,Warranty
BST-11869,63763,35385,5,Process Optimization,OEE Consulting,Spot Order
BST-11070,69132,-2740,11,Electrical & Automation,Drive Tuning,Spot Order
BST-16565,17895,-2591,2,Mechanical Service,Frame Repair,Warranty
BST-18056,15682,-5424,2,Electrical & Automation,HMI Replacement,EMI Finance
BST-11213,61694,33264,4,Mechanical Service,Drive Overhaul,EMI Finance
BST-19453,3446,784,10,Process Optimization,Yield Improvement,Spot Order
BST-10878,25737,-1632,18,Electrical & Automation,Sensor Calibration,Framework Agreement
BST-12485,36237,-7272,9,Electrical & Automation,PLC Upgrade,Annual Contract
BST-12444,73851,12116,7,Mechanical Service,Frame Repair,EMI Finance
BST-19221,42244,-3335,10,Electrical & Automation,HMI Replacement,EMI Finance
BST-14978,9837,-379,11,Mechanical Service,Roll Replacement,EMI Finance
BST-11395,17549,-5633,2,Electrical & Automation,PLC Upgrade,Annual Contract
BST-14066,11787,901,6,Electrical & Automation,PLC Upgrade,EMI Finance
BST-11940,81281,457,11,Process Optimization,Scrap Reduction,Spot Order
BST-19143,10795,6732,15,Process Optimization,Throughput Analysis,EMI Finance
BST-16818,61877,-15638,10,Mechanical Service,Line Inspection,Warranty
BST-19933,29833,-6153,20,Electrical & Automation,Sensor Calibration,Framework Agreement
BST-19766,24532,8576,11,Electrical & Automation,Drive Tuning,Framework Agreement
BST-13697,4466,-1271,4,Electrical & Automation,Drive Tuning,Framework Agreement
BST-18561,22887,-1550,12,Electrical & Automation,Drive Tuning,EMI Finance
BST-16232,67077,-16572,4,Process Optimization,Line Balancing,Framework Agreement
BST-17381,40099,7327,13,Process Optimization,OEE Consulting,EMI Finance
BST-17253,81879,-8704,6,Electrical & Automation,Sensor Calibration,Warranty
BST-14871,45158,-6401,19,Electrical & Automation,PLC Upgrade,Warranty
BST-19642,45352,8822,8,Electrical & Automation,HMI Replacement,Spot Order
BST-17025,75760,36876,4,Process Optimization,OEE Consulting,EMI Finance
BST-15003,43147,8848,15,Process Optimization,Scrap Reduction,Spot Order
BST-19316,9623,2388,20,Electrical & Automation,Drive Tuning,Warranty
BST-10986,8558,-2220,5,Electrical & Automation,Drive Tuning,EMI Finance
BST-19988,19731,6134,15,Process Optimization,OEE Consulting,EMI Finance
BST-11625,81184,18504,7,Electrical & Automation,Drive Tuning,Spot Order
BST-13404,39786,8763,10,Process Optimization,Yield Improvement,Warranty
BST-13457,12203,2839,20,Process Optimization,Yield Improvement,EMI Finance
BST-14335,39059,-11232,18,Electrical & Automation,Sensor Calibration,Annual Contract
BST-11330,47586,-11434,10,Mechanical Service,Frame Repair,Annual Contract
BST-12573,77853,3446,11,Mechanical Service,Oven Maintenance,Warranty
BST-13929,57541,11227,6,Electrical & Automation,Drive Tuning,Warranty
BST-12847,73300,2535,12,Mechanical Service,Roll Replacement,Warranty
BST-19043,16955,-3657,3,Mechanical Service,Drive Overhaul,Annual Contract
BST-11229,57743,36087,5,Mechanical Service,Oven Maintenance,Annual Contract
BST-12564,60272,32762,20,Mechanical Service,Oven Maintenance,Warranty
BST-10043,60058,9574,18,Process Optimization,Line Balancing,Warranty
BST-16693,30088,-4940,20,Electrical & Automation,Control Panel Service,Annual Contract
BST-17381,31531,11418,9,Process Optimization,Scrap Reduction,Warranty
BST-19729,48599,-15383,2,Process Optimization,Throughput Analysis,EMI Finance
BST-17699,15332,3530,3,Electrical & Automation,Control Panel Service,Spot Order
BST-14771,37124,4266,3,Process Optimization,Throughput Analysis,EMI Finance
BST-10534,32642,3997,3,Process Optimization,OEE Consulting,EMI Finance
BST-13792,80852,-24031,11,Process Optimization,Yield Improvement,EMI Finance
BST-14720,60011,9761,16,Mechanical Service,Oven Maintenance,EMI Finance
BST-14632,55683,162,10,Process Optimization,Yield Improvement,Framework Agreement
BST-17438,78833,31487,19,Mechanical Service,Line Inspection,Framework Agreement
BST-11166,76278,-13800,2,Mechanical Service,Oven Maintenance,Framework Agreement
BST-13824,4078,-257,3,Process Optimization,Throughput Analysis,Spot Order
BST-14334,36918,-3616,20,Process Optimization,OEE Consulting,Framework Agreement
BST-19663,2361,924,20,Electrical & Automation,Control Panel Service,Spot Order
BST-13241,59043,1167,6,Process Optimization,Line Balancing,Framework Agreement
BST-16965,64059,-10838,17,Process Optimization,Line Balancing,Annual Contract
BST-11880,19514,4791,5,Electrical & Automation,PLC Upgrade,Warranty
BST-18922,31688,9844,6,Electrical & Automation,Drive Tuning,Spot Order
BST-13683,7620,2227,4,Process Optimization,Yield Improvement,Annual Contract
BST-12441,52764,6660,16,Mechanical Service,Oven Maintenance,EMI Finance
BST-14352,51627,6432,5,Mechanical Service,Oven Maintenance,EMI Finance
BST-12330,38352,22137,15,Electrical & Automation,PLC Upgrade,Warranty
BST-11169,70001,23301,2,Process Optimization,Yield Improvement,Annual Contract
BST-10977,57095,14872,9,Process Optimization,Yield Improvement,Framework Agreement
BST-12718,13381,-1266,19,Electrical & Automation,Control Panel Service,Warranty
BST-15039,77665,32657,17,Electrical & Automation,Sensor Calibration,Framework Agreement
BST-19749,41560,8212,1,Process Optimization,Line Balancing,Annual Contract
BST-19325,13305,2331,15,Mechanical Service,Oven Maintenance,Framework Agreement
BST-14728,33516,-5259,1,Mechanical Service,Drive Overhaul,EMI Finance
BST-17195,78374,24029,7,Mechanical Service,Line Inspection,EMI Finance
BST-12037,16225,-4277,20,Process Optimization,OEE Consulting,Spot Order
BST-17679,24717,13495,6,Electrical & Automation,HMI Replacement,Framework Agreement
BST-14982,10424,3010,9,Electrical & Automation,Drive Tuning,Warranty
BST-16594,34229,-6436,3,Process Optimization,Yield Improvement,Framework Agreement
BST-14460,51433,-892,2,Mechanical Service,Oven Maintenance,Framework Agreement
BST-18199,58247,-16344,7,Electrical & Automation,Sensor Calibration,EMI Finance
BST-18847,64994,-15700,18,Electrical & Automation,Sensor Calibration,Warranty
BST-18090,84823,-20675,15,Mechanical Service,Frame Repair,Framework Agreement
BST-17172,10057,-2811,9,Mechanical Service,Line Inspection,Warranty
BST-11317,20010,6060,1,Mechanical Service,Oven Maintenance,Annual Contract
BST-19798,35422,-7027,11,Process Optimization,Scrap Reduction,Warranty
BST-10653,68052,24335,16,Process Optimization,OEE Consulting,Warranty
BST-17078,9688,1841,1,Electrical & Automation,Drive Tuning,Warranty
BST-15280,16386,3559,12,Process Optimization,Scrap Reduction,Framework Agreement
BST-19891,53009,-15627,3,Process Optimization,Yield Improvement,Framework Agreement
BST-14102,11045,5425,10,Process Optimization,Yield Improvement,Spot Order
BST-10423,5655,3492,7,Mechanical Service,Frame Repair,Framework Agreement
BST-11496,14494,4067,12,Process Optimization,Scrap Reduction,Warranty
BST-13750,25333,-5321,7,Mechanical Service,Oven Maintenance,Annual Contract
BST-19424,31758,4421,3,Process Optimization,Throughput Analysis,EMI Finance
BST-19619,65994,12138,15,Process Optimization,Yield Improvement,Annual Contract
BST-10339,7847,-96,2,Mechanical Service,Drive Overhaul,Warranty
BST-14415,69066,7484,18,Mechanical Service,Roll Replacement,Spot Order
BST-19441,31037,17840,2,Process Optimization,Throughput Analysis,Spot Order
BST-10659,62263,34691,20,Electrical & Automation,PLC Upgrade,Annual Contract
BST-12870,2382,-423,2,Mechanical Service,Roll Replacement,Framework Agreement
BST-17708,80614,-14454,19,Mechanical Service,Oven Maintenance,Annual Contract
BST-18502,65661,16085,20,Mechanical Service,Line Inspection,Spot Order
BST-17245,56364,-713,13,Mechanical Service,Roll Replacement,Framework Agreement
BST-14557,72050,-15322,7,Mechanical Service,Frame Repair,Annual Contract
BST-12973,44475,-12754,9,Process Optimization,Line Balancing,Spot Order
BST-19590,48987,9964,15,Electrical & Automation,Sensor Calibration,Spot Order
BST-17141,17981,-4495,20,Process Optimization,OEE Consulting,Warranty
BST-18056,64327,-17321,1,Mechanical Service,Line Inspection,Spot Order
BST-11494,37689,2495,16,Mechanical Service,Frame Repair,Spot Order
BST-17700,84363,-6668,15,Mechanical Service,Roll Replacement,Warranty
BST-15700,80524,27512,20,Mechanical Service,Roll Replacement,Spot Order
BST-16690,80722,48457,10,Process Optimization,Scrap Reduction,Framework Agreement
BST-15460,73600,-8416,4,Electrical & Automation,PLC Upgrade,EMI Finance
BST-15260,47935,24577,18,Mechanical Service,Frame Repair,EMI Finance
BST-11713,82611,25553,9,Mechanical Service,Oven Maintenance,Annual Contract
BST-12634,20058,6724,16,Mechanical Service,Line Inspection,Warranty
BST-15403,6151,-1820,12,Mechanical Service,Roll Replacement,Framework Agreement
BST-16744,33449,-525,15,Mechanical Service,Oven Maintenance,Annual Contract
BST-18117,70932,-12350,1,Mechanical Service,Line Inspection,Warranty
BST-14722,9787,5334,15,Process Optimization,OEE Consulting,EMI Finance
BST-16561,55427,-8383,11,Process Optimization,Yield Improvement,Spot Order
BST-19012,30355,-7647,14,Mechanical Service,Drive Overhaul,Spot Order
BST-10601,10137,1226,16,Electrical & Automation,Sensor Calibration,Annual Contract
BST-17451,28833,16662,15,Electrical & Automation,Sensor Calibration,Spot Order
BST-11442,18378,1980,7,Electrical & Automation,Control Panel Service,Framework Agreement
BST-15153,44525,-9919,19,Electrical & Automation,Sensor Calibration,Annual Contract
BST-14135,15063,7556,15,Electrical & Automation,Sensor Calibration,Warranty
BST-15296,29316,15725,20,Mechanical Service,Drive Overhaul,Spot Order
BST-11899,22773,5195,18,Process Optimization,Throughput Analysis,Spot Order
BST-16622,68889,9590,7,Mechanical Service,Oven Maintenance,EMI Finance
BST-18431,37091,-12443,14,Electrical & Automation,Drive Tuning,Spot Order
BST-10018,57417,13175,19,Mechanical Service,Drive Overhaul,Spot Order
BST-18889,55258,34822,2,Process Optimization,OEE Consulting,Warranty
BST-17569,4906,371,13,Process Optimization,Throughput Analysis,Warranty
BST-16770,59802,8688,3,Process Optimization,OEE Consulting,EMI Finance
BST-10888,29074,-6317,10,Mechanical Service,Oven Maintenance,Spot Order
BST-13073,2587,335,10,Process Optimization,OEE Consulting,Spot Order
BST-18494,75260,29899,1,Process Optimization,Scrap Reduction,Warranty
BST-15927,53631,-8852,12,Electrical & Automation,Sensor Calibration,Warranty
BST-18167,82722,-23104,11,Process Optimization,OEE Consulting,EMI Finance
BST-17242,56323,22691,20,Mechanical Service,Drive Overhaul,EMI Finance
BST-10845,11111,3005,11,Process Optimization,Line Balancing,Annual Contract
BST-13335,7258,-1734,12,Process Optimization,Yield Improvement,Warranty
BST-14375,48416,795,18,Process Optimization,OEE Consulting,Annual Contract
BST-18998,18641,11767,8,Process Optimization,Line Balancing,EMI Finance
BST-12146,76537,39885,7,Mechanical Service,Oven Maintenance,Spot Order
BST-14719,35543,5458,14,Electrical & Automation,Control Panel Service,Framework Agreement
BST-17178,49365,-235,16,Mechanical Service,Line Inspection,EMI Finance
BST-17941,62125,22354,18,Process Optimization,OEE Consulting,Framework Agreement
BST-11989,48753,21934,3,Electrical & Automation,HMI Replacement,Spot Order
BST-10472,11008,447,6,Electrical & Automation,PLC Upgrade,Framework Agreement
BST-19975,22096,-1636,5,Mechanical Service,Line Inspection,Warranty
BST-13920,68747,41392,1,Mechanical Service,Roll Replacement,Framework Agreement
BST-12594,17805,2206,14,Electrical & Automation,HMI Replacement,Warranty
BST-15091,38709,-6229,1,Process Optimization,OEE Consulting,Spot Order
BST-19024,54461,12455,11,Process Optimization,Yield Improvement,Warranty
BST-10224,72388,6895,10,Process Optimization,Throughput Analysis,EMI Finance
BST-19048,23009,10107,8,Mechanical Service,Drive Overhaul,Warranty
BST-16684,6702,-1351,10,Electrical & Automation,Control Panel Service,Warranty
BST-11527,21575,7806,10,Mechanical Service,Frame Repair,Spot Order
BST-13681,21635,-2425,2,Mechanical Service,Roll Replacement,Framework Agreement
BST-11858,58288,-5222,6,Process Optimization,Line Balancing,Spot Order
BST-17560,42042,26403,5,Process Optimization,OEE Consulting,Framework Agreement
BST-11924,21811,4005,4,Electrical & Automation,HMI Replacement,Annual Contract
BST-12522,19555,11689,11,Electrical & Automation,Drive Tuning,Spot Order
BST-18165,67007,-1254,10,Mechanical Service,Frame Repair,Warranty
BST-14781,19778,8891,15,Electrical & Automation,HMI Replacement,Framework Agreement
BST-18337,63281,34815,5,Process Optimization,OEE Consulting,EMI Finance
BST-14479,3750,193,8,Mechanical Service,Drive Overhaul,Warranty
BST-16807,43277,-12765,7,Electrical & Automation,PLC Upgrade,EMI Finance
BST-17905,36928,-5697,3,Process Optimization,Line Balancing,EMI Finance
BST-17736,67581,3002,16,Electrical & Automation,PLC Upgrade,Framework Agreement
BST-13993,67550,40084,12,Process Optimization,Throughput Analysis,Warranty
BST-17483,48948,1767,1,Mechanical Service,Oven Maintenance,Framework Agreement
BST-19031,40881,25653,18,Electrical & Automation,Control Panel Service,Annual Contract
BST-12369,54974,24940,10,Mechanical Service,Oven Maintenance,Spot Order
BST-16284,54789,-11529,19,Process Optimization,Scrap Reduction,EMI Finance
BST-13122,27734,-1297,17,Mechanical Service,Roll Replacement,Framework Agreement
BST-19820,49753,-13012,14,Mechanical Service,Frame Repair,Framework Agreement
BST-18327,73351,8224,19,Electrical & Automation,Sensor Calibration,Spot Order
BST-12236,50539,-3059,16,Mechanical Service,Roll Replacement,Annual Contract
BST-11143,40334,5812,15,Electrical & Automation,HMI Replacement,Spot Order
BST-14526,20688,-1806,16,Mechanical Service,Line Inspection,Annual Contract
BST-16798,55177,-9414,8,Process Optimization,Yield Improvement,Annual Contract
BST-15568,65125,41962,3,Mechanical Service,Drive Overhaul,EMI Finance
BST-18318,76661,10003,14,Process Optimization,Yield Improvement,Framework Agreement
BST-14377,16174,375,19,Process Optimization,Scrap Reduction,Annual Contract
BST-10042,76738,-22368,11,Electrical & Automation,Sensor Calibration,Warranty
BST-14634,47343,-8838,9,Process Optimization,Line Balancing,Framework Agreement
BST-14891,6885,-414,17,Electrical & Automation,Control Panel Service,Annual Contract
BST-19616,82817,-13809,4,Process Optimization,Line Balancing,EMI Finance
BST-19501,42784,22352,10,Mechanical Service,Frame Repair,Framework Agreement
BST-18022,13061,2408,12,Process Optimization,Yield Improvement,Spot Order
BST-12434,68417,-4692,16,Mechanical Service,Roll Replacement,Warranty
BST-17316,13924,-1839,17,Electrical & Automation,Sensor Calibration,Spot Order
BST-18824,80903,27478,17,Mechanical Service,Frame Repair,EMI Finance
BST-17935,15437,1039,3,Process Optimization,Throughput Analysis,Annual Contract
BST-15654,63351,-113,12,Mechanical Service,Line Inspection,Spot Order
BST-15446,69066,28564,11,Electrical & Automation,HMI Replacement,Spot Order
BST-19042,4269,1683,4,Process Optimization,Yield Improvement,Spot Order
BST-18903,30197,-1285,7,Mechanical Service,Roll Replacement,Spot Order
BST-16180,15143,-4122,16,Mechanical Service,Oven Maintenance,Warranty
BST-17460,14631,-4641,17,Mechanical Service,Roll Replacement,EMI Finance
BST-15272,16087,8985,2,Mechanical Service,Oven Maintenance,Annual Contract
BST-13090,13148,5684,20,Electrical & Automation,PLC Upgrade,Spot Order
BST-13912,24719,7924,1,Process Optimization,Line Balancing,Annual Contract
BST-19368,76489,-165,6,Mechanical Service,Drive Overhaul,EMI Finance
BST-16274,32196,4987,3,Process Optimization,Throughput Analysis,Annual Contract
BST-13826,69815,-9285,7,Process Optimization,OEE Consulting,Framework Agreement
BST-16730,1067,665,4,Mechanical Service,Frame Repair,Spot Order
BST-10715,48533,16895,6,Process Optimization,Scrap Reduction,Warranty
BST-15213,24204,11732,13,Process Optimization,OEE Consulting,Warranty
BST-17749,30325,1746,11,Mechanical Service,Frame Repair,Annual Contract
BST-16246,68621,-14690,12,Electrical & Automation,PLC Upgrade,Framework Agreement
BST-16325,11280,-246,4,Process Optimization,OEE Consulting,Warranty
BST-12492,79194,30582,15,Electrical & Automation,Drive Tuning,Spot Order
BST-18115,38588,24501,14,Process Optimization,Scrap Reduction,Spot Order
BST-10606,48661,-8306,16,Mechanical Service,Oven Maintenance,Annual Contract
BST-12068,69006,21291,3,Electrical & Automation,Drive Tuning,Annual Contract
BST-18229,53010,18290,4,Mechanical Service,Oven Maintenance,Spot Order
BST-19669,26594,-302,20,Mechanical Service,Drive Overhaul,Warranty
BST-15439,56166,21073,9,Mechanical Service,Roll Replacement,EMI Finance
BST-11644,84888,50357,12,Process Optimization,Yield Improvement,Warranty
BST-17213,53511,34114,17,Process Optimization,Throughput Analysis,Framework Agreement
BST-11633,14660,-3339,16,Mechanical Service,Oven Maintenance,Warranty
BST-18617,4395,-1100,2,Mechanical Service,Roll Replacement,Annual Contract
BST-17486,23974,782,11,Electrical & Automation,PLC Upgrade,Spot Order
BST-10251,82188,-20848,3,Electrical & Automation,HMI Replacement,EMI Finance
BST-12361,26967,-1521,16,Electrical & Automation,Drive Tuning,Warranty
BST-16717,71598,-457,18,Process Optimization,Yield Improvement,EMI Finance
BST-12529,56914,30171,4,Mechanical Service,Line Inspection,Warranty
BST-11225,49827,4611,2,Electrical & Automation,Control Panel Service,Annual Contract
BST-17692,40220,21505,6,Mechanical Service,Frame Repair,Warranty
BST-14342,41454,15160,16,Electrical & Automation,Sensor Calibration,Annual Contract
BST-15546,73085,24510,19,Process Optimization,Scrap Reduction,Warranty
BST-16512,20987,3288,13,Electrical & Automation,HMI Replacement,Framework Agreement
BST-11315,50018,13351,12,Electrical & Automation,HMI Replacement,Framework Agreement
BST-15383,4189,1007,5,Electrical & Automation,PLC Upgrade,Framework Agreement
BST-18742,4025,1671,11,Electrical & Automation,HMI Replacement,Warranty
BST-16226,45738,29361,14,Mechanical Service,Oven Maintenance,Framework Agreement
BST-15188,32955,-3802,10,Mechanical Service,Roll Replacement,EMI Finance
BST-17994,40465,-9530,6,Mechanical Service,Line Inspection,Annual Contract
BST-18864,5399,598,14,Process Optimization,Yield Improvement,EMI Finance
BST-10588,35446,-11682,16,Process Optimization,Scrap Reduction,EMI Finance
BST-11121,50010,11019,11,Mechanical Service,Drive Overhaul,EMI Finance
BST-13846,13614,4640,7,Mechanical Service,Oven Maintenance,Framework Agreement
BST-14708,45004,-8252,10,Electrical & Automation,HMI Replacement,Framework Agreement
BST-13727,65636,18735,3,Electrical & Automation,Sensor Calibration,EMI Finance
BST-11480,35254,-10663,19,Mechanical Service,Drive Overhaul,Warranty
BST-17110,12553,4615,19,Mechanical Service,Frame Repair,Annual Contract
BST-11612,36330,-10271,17,Process Optimization,Yield Improvement,Warranty
BST-11646,46023,20510,10,Electrical & Automation,Sensor Calibration,EMI Finance
BST-17269,71272,-2611,14,Electrical & Automation,Drive Tuning,Warranty
BST-12725,68050,7024,18,Electrical & Automation,HMI Replacement,Spot Order
BST-14906,24950,5659,7,Mechanical Service,Frame Repair,Warranty
BST-10474,81033,40741,14,Electrical & Automation,HMI Replacement,EMI Finance
BST-10753,68954,-10298,15,Process Optimization,OEE Consulting,Spot Order
BST-15314,39857,19694,14,Mechanical Service,Roll Replacement,Framework Agreement
BST-10919,54559,-4531,10,Mechanical Service,Roll Replacement,Spot Order
BST-14806,31450,1756,4,Electrical & Automation,HMI Replacement,Spot Order
BST-15873,32689,14613,10,Mechanical Service,Line Inspection,Warranty
BST-16141,57664,4152,2,Electrical & Automation,HMI Replacement,Spot Order
BST-17056,18382,-5898,9,Mechanical Service,Drive Overhaul,EMI Finance
BST-12385,64180,27740,2,Mechanical Service,Line Inspection,Annual Contract
BST-14000,39556,20457,14,Electrical & Automation,HMI Replacement,Framework Agreement
BST-18702,52521,31153,5,Process Optimization,OEE Consulting,Spot Order
BST-16751,66068,38513,17,Mechanical Service,Frame Repair,EMI Finance
BST-19272,65570,35051,8,Process Optimization,Yield Improvement,EMI Finance
BST-12950,43660,21058,13,Mechanical Service,Drive Overhaul,Spot Order
BST-12785,19410,-4720,7,Electrical & Automation,Sensor Calibration,Framework Agreement
BST-12868,33832,17352,2,Electrical & Automation,Drive Tuning,Warranty
BST-11293,15306,-512,14,Process Optimization,Yield Improvement,Warranty
BST-19985,36903,19537,5,Process Optimization,Line Balancing,Framework Agreement
BST-16267,40892,-13450,20,Electrical & Automation,Control Panel Service,Annual Contract
BST-13945,31914,-3096,13,Process Optimization,OEE Consulting,Framework Agreement
BST-18153,16497,3050,8,Process Optimization,Yield Improvement,Warranty
BST-19554,52008,30035,9,Electrical & Automation,PLC Upgrade,Framework Agreement
BST-12344,39483,-5512,6,Mechanical Service,Roll Replacement,Warranty
BST-13804,84966,4782,2,Process Optimization,Yield Improvement,Framework Agreement
BST-17555,62246,24085,11,Mechanical Service,Oven Maintenance,Warranty
BST-14161,34705,5425,12,Mechanical Service,Roll Replacement,Warranty
BST-17529,43330,4474,1,Process Optimization,Throughput Analysis,Annual Contract
BST-14183,83095,7761,5,Process Optimization,Line Balancing,Annual Contract
BST-10153,82852,-3682,19,Electrical & Automation,Sensor Calibration,Annual Contract
BST-17622,33216,5526,5,Mechanical Service,Roll Replacement,EMI Finance
BST-14712,42364,4299,5,Process Optimization,Scrap Reduction,Framework Agreement
BST-18955,43436,19525,7,Mechanical Service,Frame Repair,Annual Contract
BST-12588,24340,1058,13,Electrical & Automation,Control Panel Service,EMI Finance
BST-11210,3510,2011,20,Mechanical Service,Line Inspection,Spot Order
BST-17237,26487,-2336,6,Mechanical Service,Oven Maintenance,Annual Contract
BST-15661,56717,14201,5,Electrical & Automation,HMI Replacement,Annual Contract
BST-19626,74849,-17413,17,Electrical & Automation,Sensor Calibration,Warranty
BST-14901,16033,-2012,7,Electrical & Automation,Drive Tuning,Spot Order
BST-16951,65271,2093,14,Electrical & Automation,Control Panel Service,Spot Order
BST-14097,37589,14160,7,Process Optimization,Line Balancing,Warranty
BST-17484,19629,-6305,9,Mechanical Service,Oven Maintenance,Spot Order
BST-14949,33047,648,15,Process Optimization,Scrap Reduction,Annual Contract
BST-13263,17959,9364,13,Mechanical Service,Oven Maintenance,Spot Order
BST-16302,55981,21614,9,Process Optimization,Scrap Reduction,Annual Contract
BST-17916,8200,-2442,8,Mechanical Service,Frame Repair,Warranty
BST-11747,78911,28373,2,Electrical & Automation,HMI Replacement,Annual Contract
BST-13886,81719,2528,13,Electrical & Automation,HMI Replacement,Framework Agreement
BST-16248,5890,1357,9,Mechanical Service,Frame Repair,Spot Order
BST-19370,44956,23732,5,Process Optimization,Scrap Reduction,Annual Contract
BST-15881,57244,-11918,4,Electrical & Automation,HMI Replacement,Framework Agreement
BST-19417,65932,34395,9,Mechanical Service,Roll Replacement,Framework Agreement
BST-14847,35000,9202,9,Electrical & Automation,Control Panel Service,EMI Finance
BST-14837,22124,-762,16,Electrical & Automation,Drive Tuning,Spot Order
BST-10359,7475,-1204,2,Process Optimization,Scrap Reduction,Spot Order
BST-16484,62136,-5578,15,Mechanical Service,Line Inspection,Warranty
BST-14497,5846,535,18,Mechanical Service,Oven Maintenance,Warranty
BST-10132,15244,7558,5,Electrical & Automation,Drive Tuning,Annual Contract
BST-19272,27203,14095,6,Electrical & Automation,PLC Upgrade,Spot Order
BST-10803,36255,7731,19,Process Optimization,Throughput Analysis,Spot Order
BST-19935,69445,28947,6,Process Optimization,OEE Consulting,Warranty
BST-18138,65788,21506,11,Mechanical Service,Roll Replacement,Annual Contract
BST-14689,52164,1228,4,Electrical & Automation,PLC Upgrade,Framework Agreement
BST-13770,11125,1226,16,Mechanical Service,Line Inspection,Warranty
BST-19946,78383,24142,11,Process Optimization,Yield Improvement,Annual Contract
BST-15772,59888,-1502,19,Process Optimization,Throughput Analysis,Spot Order
BST-13588,84863,-5689,2,Mechanical Service,Line Inspection,Annual Contract
BST-13115,50489,-12998,9,Process Optimization,Throughput Analysis,Spot Order
BST-14106,12190,-4016,7,Mechanical Service,Oven Maintenance,Spot Order
BST-12240,37847,11246,5,Electrical & Automation,Drive Tuning,Annual Contract
BST-11591,57170,22061,10,Electrical & Automation,Drive Tuning,EMI Finance
BST-10645,13097,6313,17,Mechanical Service,Drive Overhaul,Spot Order
BST-15061,51367,6494,19,Electrical & Automation,Drive Tuning,EMI Finance
BST-17222,55882,25761,20,Electrical & Automation,PLC Upgrade,Spot Order
BST-10546,12682,-3925,11,Electrical & Automation,Drive Tuning,Warranty
BST-19495,20825,12092,17,Process Optimization,Line Balancing,EMI Finance
BST-15977,61870,5404,16,Mechanical Service,Drive Overhaul,Framework Agreement
BST-12153,39875,19600,17,Mechanical Service,Roll Replacement,Warranty
